ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,MaxDelq2PublicRecLast12M_0.0,MaxDelq2PublicRecLast12M_1.0,MaxDelq2PublicRecLast12M_2.0,MaxDelq2PublicRecLast12M_3.0,MaxDelq2PublicRecLast12M_4.0,MaxDelq2PublicRecLast12M_5.0,MaxDelq2PublicRecLast12M_6.0,MaxDelq2PublicRecLast12M_7.0,MaxDelq2PublicRecLast12M_9.0,MaxDelqEver_2.0,MaxDelqEver_3.0,MaxDelqEver_4.0,MaxDelqEver_5.0,MaxDelqEver_6.0,MaxDelqEver_7.0,MaxDelqEver_8.0
0.91803277,0.25218478,0.002610966,0.27968338,0.29113925,0.0,0.0,1.0,0.263609,0.13461539,0.05263158,0.4,0.103238285,0.0,0.0,0.02586207,0.14551586,0.15625,0.09090909,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6557377,0.19975032,0.007832898,0.22163588,0.49367088,0.05263158,0.05263158,0.95,0.33734939,0.13461539,0.21052632,0.24,0.25,0.0,0.0,0.12068965,0.14551586,0.28125,0.045454547,0.055555556,0.61,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.45901638,0.4344569,0.01305483,0.23218997,0.4177215,0.10526316,0.0,0.86,0.012048192,0.34615386,0.2631579,0.25,0.0,0.015151516,0.015151516,0.18534483,0.15711252,0.1875,0.09090909,0.055555556,0.53,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.27868852,0.25468165,0.0,0.22955145,0.556962,0.05263158,0.0,0.86,0.012048192,0.47115386,0.05263158,0.35,0.103238285,0.0,0.0,0.18534483,0.025477707,0.5,0.045454547,0.11111111,0.78,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.59016395,0.47066167,0.005221932,0.26649076,0.18987341,0.0,0.0,0.84,0.036144577,0.1826923,0.15789473,0.74,0.0,0.030303031,0.030303031,0.1336207,0.21231422,0.03125,0.045454547,0.055555556,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.37704918,0.18851435,0.04699739,0.2005277,0.21518987,0.0,0.0,0.95,0.012048192,0.1923077,0.0,0.45,0.7083333,0.0,0.0,0.35344827,0.14551586,0.0625,0.0,0.11111111,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.4918033,0.38327092,0.06005222,0.29023746,0.2658228,0.10526316,0.05263158,0.78,0.16867469,0.23076923,0.0,0.26,0.0,0.0,0.0,0.18534483,0.15286624,0.15625,0.045454547,0.055555556,0.54,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.5409836,0.14107366,0.018276762,0.14775726,0.5063291,0.0,0.0,0.93,0.024096385,0.3846154,0.21052632,0.25,0.041666668,0.045454547,0.045454547,0.15948276,0.12526539,0.15625,0.09090909,0.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.39344263,0.09862672,0.005221932,0.113456465,0.16455697,0.05263158,0.05263158,0.79,0.15662651,0.14423077,0.05263158,0.64,0.0,0.015151516,0.015151516,0.20689656,0.040339705,0.15625,0.13636364,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.60655737,0.20474407,0.018276762,0.21635884,0.24050634,0.0,0.0,0.95,0.24096386,0.1923077,0.05263158,0.4,0.0,0.0,0.0,0.25431034,0.16772823,0.15625,0.09090909,0.055555556,0.73,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.55737704,0.19725344,0.010443864,0.11873351,0.34177214,0.0,0.0,0.97,0.57831323,0.27884614,0.31578946,0.45,0.103238285,0.07575758,0.07575758,0.12931034,0.16135882,0.15625,0.045454547,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.5409836,0.38451934,0.007832898,0.24010554,0.30379745,0.05263158,0.0,0.96,0.036144577,0.26923078,0.10526316,0.46,0.0,0.015151516,0.015151516,0.18534483,0.11677282,0.125,0.09090909,0.055555556,0.78,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.6393443,0.19350812,0.002610966,0.16358839,0.6075949,0.0,0.0,0.96,0.26506025,0.50961536,0.31578946,0.17,0.0,0.015151516,0.015151516,0.06896552,0.18471338,0.15625,0.13636364,0.11111111,0.39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.72131145,0.22097379,0.010443864,0.14511873,0.556962,0.0,0.0,0.93,0.7108434,0.43269232,0.15789473,0.56,0.0,0.030303031,0.030303031,0.04310345,0.13800424,0.09375,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.57377046,0.32958803,0.033942558,0.2348285,0.36708862,0.05263158,0.05263158,0.9,0.4698795,0.27884614,0.0,0.59,0.0,0.030303031,0.030303031,0.4224138,0.112526536,0.09375,0.13636364,0.16666667,0.88,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.3442623,0.17353308,0.020887729,0.13192612,0.18987341,0.10526316,0.0,0.71,0.024096385,0.16346154,0.10526316,0.41,0.103238285,0.0,0.0,0.2112069,0.18259023,0.09375,0.09090909,0.11111111,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.6229508,0.086142324,0.005221932,0.092348285,0.35443038,0.0,0.0,0.97,0.13253012,0.30769232,0.10526316,0.13,0.0,0.0,0.0,0.004310345,0.16772823,0.09375,0.045454547,0.055555556,0.26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.52459013,0.1485643,0.002610966,0.09762533,0.25316456,0.10526316,0.10526316,0.88,0.10843374,0.25,0.15789473,0.27,0.0,0.07575758,0.07575758,0.06465517,0.110403396,0.09375,0.13636364,0.0,0.47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5081967,0.1548065,0.007832898,0.12137203,0.2278481,0.05263158,0.05263158,0.65,0.072289154,0.1923077,0.15789473,0.4,0.0,0.0,0.0,0.077586204,0.13800424,0.09375,0.13636364,0.0,0.64,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.45901638,0.35830212,0.01305483,0.15831135,0.2278481,0.0,0.0,0.89,0.09638554,0.17307693,0.31578946,0.39,0.16666667,0.030303031,0.030303031,0.31465518,0.14551586,0.125,0.06749571,0.055555556,0.57,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.75409836,0.29962546,0.007832898,0.176781,0.24050634,0.0,0.0,1.0,0.263609,0.1826923,0.2631579,0.11,0.33333334,0.0,0.0,0.0862069,0.14551586,0.09375,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.90163934,0.43945068,0.044386424,0.29815304,0.2658228,0.0,0.0,1.0,0.263609,0.20192307,0.0,0.62,0.103238285,0.0,0.0,0.06465517,0.14551586,0.0625,0.09090909,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.55737704,0.16729088,0.007832898,0.17941953,0.21518987,0.05263158,0.05263158,1.0,0.263609,0.16346154,0.21052632,0.29,0.0,0.060606062,0.060606062,0.33620688,0.20594479,0.0625,0.045454547,0.055555556,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.75409836,0.39950064,0.007832898,0.24010554,0.3164557,0.05263158,0.0,0.96,0.8433735,0.26923078,0.10526316,0.43,0.0,0.030303031,0.030303031,0.094827585,0.025477707,0.15625,0.13636364,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.52459013,0.31710362,0.10443864,0.49076518,0.29113925,0.05263158,0.05263158,0.85,0.060240965,0.2596154,0.0,0.52,0.20833333,0.0,0.0,0.32327586,0.05732484,0.125,0.09090909,0.055555556,0.88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.44262296,0.061173532,0.018276762,0.05540897,0.2278481,0.0,0.0,0.96,0.12048193,0.22115384,0.31578946,0.52,0.0,0.24242425,0.24242425,0.38793105,0.17409766,0.15625,0.13636364,0.055555556,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.3442623,0.21473159,0.005221932,0.14511873,0.29113925,0.05263158,0.0,0.88,0.8192771,0.25,0.10526316,0.08,0.0,0.060606062,0.060606062,0.36637932,0.14551586,0.53125,0.06749571,0.33333334,0.81,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.40983605,0.1423221,0.03916449,0.18469657,0.1392405,0.10526316,0.0,0.53,0.072289154,0.14423077,0.0,0.27,0.103238285,0.0,0.0,0.36637932,0.091295116,0.125,0.09090909,0.11111111,0.78,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.4918033,0.4082397,0.005221932,0.37994722,0.34177214,0.21052632,0.15789473,0.85,0.5301205,0.31730768,0.21052632,0.33,0.083333336,0.07575758,0.07575758,0.15948276,0.1507431,0.21875,0.045454547,0.055555556,0.82,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.5409836,0.35205993,0.083550915,0.27176782,0.18987341,0.10526316,0.10526316,0.82,0.036144577,0.16346154,0.0,0.53,0.0,0.015151516,0.015151516,0.08189655,0.10615711,0.09375,0.045454547,0.055555556,0.63,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.8196721,0.18476903,0.015665796,0.21899736,0.18987341,0.0,0.0,1.0,0.263609,0.14423077,0.05263158,0.6,0.041666668,0.030303031,0.030303031,0.10775862,0.14551586,0.0625,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8032787,0.40074906,0.018276762,0.24010554,0.34177214,0.05263158,0.05263158,0.96,0.5301205,0.26923078,0.10526316,0.46,0.0,0.015151516,0.015151516,0.08189655,0.16348195,0.25,0.13636364,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.36065573,0.27715355,0.0,0.31398416,0.48101267,0.10526316,0.0,0.93,0.012048192,0.43269232,0.05263158,0.28,0.103238285,0.045454547,0.045454547,0.14224137,0.046709128,0.125,0.09090909,0.0,0.54,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.6721311,0.22721598,0.007832898,0.18997361,0.39240506,0.0,0.0,0.97,0.45783132,0.33653846,0.05263158,0.09,0.041666668,0.030303031,0.030303031,0.18965517,0.023354564,0.15625,0.045454547,0.055555556,0.78,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.4262295,0.24719101,0.002610966,0.15831135,0.34177214,0.0,0.0,0.87,0.012048192,0.29807693,0.2631579,0.7,0.103238285,0.015151516,0.015151516,0.25,0.18471338,0.1875,0.13636364,0.055555556,0.91,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.75409836,0.1835206,0.010443864,0.14248021,0.36708862,0.0,0.0,1.0,0.263609,0.30769232,0.21052632,0.06,0.0,0.045454547,0.045454547,0.02586207,0.19532908,0.0625,0.045454547,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.72131145,0.54307115,0.020887729,0.29287598,0.443038,0.0,0.0,1.0,0.263609,0.29807693,0.21052632,0.26,0.041666668,0.045454547,0.045454547,0.09913793,0.15711252,0.1875,0.045454547,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.852459,0.18726592,0.03916449,0.21108179,0.21518987,0.0,0.0,0.88,0.5060241,0.16346154,0.0,0.12,0.0,0.015151516,0.015151516,0.01724138,0.14551586,0.03125,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.36065573,0.22222222,0.1697128,0.29287598,0.06329114,0.6315789,0.15789473,0.31,0.18072289,0.16346154,0.0,0.19,0.0,0.0,0.0,0.14655173,0.12951168,0.125,0.045454547,0.055555556,0.86,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.59016395,0.28963795,0.018276762,0.26385224,0.16455697,0.05263158,0.05263158,1.0,0.263609,0.125,0.05263158,0.38,0.103238285,0.0,0.0,0.18965517,0.14551586,0.09375,0.0,0.055555556,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.37704918,0.25468165,0.033942558,0.15039578,0.2658228,0.10526316,0.10526316,0.9,0.036144577,0.20192307,0.0,0.29,0.103238285,0.015151516,0.0,0.27586207,0.10615711,0.21875,0.045454547,0.22222222,0.69,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.8852459,0.18726592,0.044386424,0.20844327,0.2658228,0.0,0.0,1.0,0.263609,0.20192307,0.0,0.62,0.6666667,0.0,0.0,0.01724138,0.1656051,0.0625,0.045454547,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8032787,0.31710362,0.015665796,0.19261214,0.21518987,0.0,0.0,1.0,0.263609,0.4903846,0.05263158,0.22,0.041666668,0.015151516,0.015151516,0.15948276,0.14551586,0.09375,0.0,0.11111111,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8360656,0.20848939,0.007832898,0.19788918,0.24050634,0.0,0.0,1.0,0.263609,0.1826923,0.05263158,0.58,0.125,0.015151516,0.015151516,0.00862069,0.12101911,0.09375,0.09090909,0.055555556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.72131145,0.23595506,0.020887729,0.24538259,0.1392405,0.0,0.0,0.86,0.5421687,0.13461539,0.05263158,0.5,0.103238285,0.0,0.0,0.18534483,0.14551586,0.0625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.52459013,0.18601748,0.023498695,0.13456464,0.17721519,0.05263158,0.05263158,1.0,0.263609,0.15384616,0.10526316,0.21,0.041666668,0.015151516,0.015151516,0.3275862,0.14551586,0.1875,0.0,0.22222222,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.44262296,0.39200997,0.007832898,0.21108179,0.24050634,0.05263158,0.0,0.8,0.060240965,0.21153846,0.15789473,0.45,0.0,0.015151516,0.015151516,0.36637932,0.17409766,0.1875,0.13636364,0.11111111,0.91,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.7704918,0.3258427,0.054830287,0.29551452,0.3164557,0.0,0.0,1.0,0.263609,0.24038461,0.0,0.64,0.875,0.0,0.0,0.20689656,0.14551586,0.09375,0.045454547,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.47540984,0.16853933,0.06005222,0.22691293,0.16455697,0.0,0.0,0.71,0.084337346,0.13461539,0.0,0.07,0.0,0.015151516,0.015151516,0.18965517,0.14551586,0.125,0.06749571,0.16666667,0.67,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.59016395,0.5555556,0.002610966,0.43007916,0.2658228,0.15789473,0.0,0.8,0.3493976,0.24038461,0.05263158,0.32,0.33333334,0.0,0.0,0.31034482,0.14551586,0.15625,0.0,0.2777778,0.46,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.55737704,0.028714107,0.0,0.013192612,0.03797468,0.0,0.0,1.0,0.263609,0.048076924,0.15789473,0.6,0.0,0.030303031,0.030303031,0.18965517,0.17197452,0.03125,0.045454547,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.59016395,0.052434456,0.04699739,0.08707124,0.050632913,0.0,0.0,1.0,0.263609,0.03846154,0.0,0.25,0.0,0.045454547,0.045454547,0.40948275,0.14551586,0.09375,0.06749571,0.055555556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.704918,0.36329588,0.010443864,0.18469657,0.4177215,0.0,0.0,1.0,0.263609,0.32692307,0.05263158,0.38,0.0,0.030303031,0.030303031,0.15948276,0.14551586,0.40625,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.45901638,0.2534332,0.007832898,0.19261214,0.43037975,0.05263158,0.05263158,0.86,0.036144577,0.35576922,0.15789473,0.31,0.20833333,0.045454547,0.045454547,0.112068966,0.13588111,0.15625,0.18181819,0.0,0.71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.59016395,0.23845193,0.010443864,0.16886544,0.36708862,0.05263158,0.05263158,0.87,0.6506024,0.28846154,0.21052632,0.5,0.103238285,0.15151516,0.15151516,0.25862068,0.14225054,0.0625,0.22727273,0.055555556,0.89,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.5409836,0.6242197,0.010443864,0.37203166,0.43037975,0.0,0.0,0.97,0.43373495,0.35576922,0.21052632,0.27,0.16666667,0.045454547,0.045454547,0.3448276,0.112526536,0.53125,0.09090909,0.6666667,0.83,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.6721311,0.26092383,0.020887729,0.18469657,0.5063291,0.05263158,0.05263158,0.95,0.56626505,0.43269232,0.47368422,0.6,0.33333334,0.0,0.0,0.06465517,0.2314225,0.03125,0.36363637,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.9508197,0.5555556,0.06266318,0.27968338,0.34177214,0.0,0.0,1.0,0.263609,0.2596154,0.0,0.15,0.9166667,0.0,0.0,0.00862069,0.14551586,0.09375,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.90163934,0.3445693,0.23759791,0.46174142,0.050632913,0.0,0.0,1.0,0.263609,0.048076924,0.0,0.4,0.0,0.0,0.0,0.02586207,0.14551586,0.03125,0.0,0.06068164,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9672131,0.40948814,0.002610966,0.30343008,0.12658228,0.0,0.0,1.0,0.263609,0.10576923,0.10526316,0.09,0.103238285,0.0,0.0,0.004310345,0.112526536,0.03125,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.59016395,0.19475655,0.005221932,0.14248021,0.30379745,0.0,0.0,0.96,0.42168674,0.24038461,0.10526316,0.16,0.041666668,0.09090909,0.09090909,0.112068966,0.14551586,0.125,0.06749571,0.11111111,0.43,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.40983605,0.20349564,0.020887729,0.19788918,0.34177214,0.0,0.0,0.96,0.22891566,0.2596154,0.05263158,0.37,0.16666667,0.015151516,0.015151516,0.36637932,0.1656051,0.28125,0.18181819,0.2777778,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.6557377,0.24719101,0.005221932,0.18469657,0.886076,0.0,0.0,0.99,0.4698795,0.6826923,0.21052632,0.66,0.041666668,0.121212125,0.121212125,0.038793102,0.19957536,0.125,0.36363637,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.37704918,0.26716605,0.018276762,0.20580475,0.3164557,0.05263158,0.05263158,0.88,0.04819277,0.25,0.05263158,0.46,0.103238285,0.0,0.0,0.22844827,0.19532908,0.25,0.09090909,0.055555556,0.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.37704918,0.31710362,0.01305483,0.22163588,0.48101267,0.0,0.0,0.79,0.04819277,0.375,0.10526316,0.23,0.0,0.030303031,0.030303031,0.10775862,0.14225054,0.34375,0.18181819,0.16666667,0.59,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.52459013,0.13982522,0.028720627,0.15567282,0.17721519,0.21052632,0.10526316,0.72,0.19277108,0.1826923,0.10526316,0.28,0.103238285,0.045454547,0.045454547,0.09913793,0.16985138,0.09375,0.0,0.055555556,0.57,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4262295,0.35955057,0.018276762,0.17414248,0.11392405,0.10526316,0.05263158,0.7,0.16867469,0.09615385,0.10526316,0.5,0.5,0.0,0.0,0.31465518,0.110403396,0.09375,0.09090909,0.055555556,0.86,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.55737704,0.1485643,0.005221932,0.06596306,0.18987341,0.05263158,0.05263158,0.94,0.36144578,0.115384616,0.36842105,0.24,0.103238285,0.015151516,0.015151516,0.12931034,0.14551586,0.1875,0.0,0.055555556,0.64,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4262295,0.102372035,0.028720627,0.113456465,0.12658228,0.10526316,0.0,0.69,0.12048193,0.125,0.05263158,0.46,0.41666666,0.0,0.0,0.2974138,0.15923567,0.125,0.045454547,0.11111111,0.86,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.6721311,0.35081148,0.044386424,0.18733509,0.12658228,0.10526316,0.05263158,0.92,0.45783132,0.125,0.0,0.77,0.083333336,0.030303031,0.030303031,0.2112069,0.14551586,0.09375,0.06749571,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.60655737,0.23845193,0.005221932,0.13984169,0.278481,0.0,0.0,1.0,0.263609,0.22115384,0.10526316,0.22,0.75,0.0,0.0,0.22844827,0.16985138,0.1875,0.13636364,0.055555556,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.73770493,0.1610487,0.03133159,0.18469657,0.101265825,0.0,0.0,1.0,0.263609,0.07692308,0.0,0.25,0.0,0.015151516,0.015151516,0.19827586,0.14551586,0.0625,0.0,0.055555556,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.55737704,0.3258427,0.06266318,0.18733509,0.15189873,0.0,0.0,0.92,0.33734939,0.125,0.0,0.69,0.103238285,0.0,0.0,0.34913793,0.021231422,0.09375,0.045454547,0.11111111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.5081967,0.3545568,0.002610966,0.17941953,0.443038,0.0,0.0,1.0,0.263609,0.34615386,0.21052632,0.39,0.125,0.045454547,0.045454547,0.31465518,0.16772823,0.3125,0.18181819,0.16666667,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.78688526,0.37078652,0.007832898,0.16886544,0.48101267,0.0,0.0,0.95,0.15662651,0.34615386,0.10526316,0.5,0.0,0.015151516,0.015151516,0.02586207,0.07855626,0.0625,0.27272728,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.6885246,0.21598002,0.005221932,0.17414248,0.16455697,0.05263158,0.0,0.93,0.61445785,0.14423077,0.05263158,0.53,0.0,0.015151516,0.015151516,0.24568966,0.16772823,0.03125,0.09090909,0.06068164,0.57,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
